NAME_Geographic Area Name,P001001_Total Population,P003001_Total Race Population,P003002_White Alone,P003003_Black or African American Alone,P003004_American Indian and Alaska Native Alone,P003005_Asian Alone,P012001_Total Population by Sex by Age,H001001_Total Housing Units,H003001_Total Occupied Housing Units,H003002_Occupied Housing Units,H003003_Vacant Housing Units,state,county,year
"Faulk County, South Dakota",2364,2364.0,2339.0,3.0,3.0,2.0,2364.0,1136.0,1136.0,869.0,267.0,46,049,2010-12-31
"Grant County, South Dakota",7356,7356.0,7146.0,10.0,36.0,21.0,7356.0,3526.0,3526.0,3089.0,437.0,46,051,2010-12-31
"Gregory County, South Dakota",4271,4271.0,3828.0,7.0,320.0,11.0,4271.0,2503.0,2503.0,1936.0,567.0,46,053,2010-12-31
"Haakon County, South Dakota",1937,1937.0,1834.0,3.0,37.0,8.0,1937.0,1013.0,1013.0,850.0,163.0,46,055,2010-12-31
"Hanson County, South Dakota",3331,3331.0,3285.0,0.0,11.0,11.0,3331.0,1177.0,1177.0,1045.0,132.0,46,061,2010-12-31
"Harding County, South Dakota",1255,1255.0,1204.0,1.0,19.0,1.0,1255.0,731.0,731.0,539.0,192.0,46,063,2010-12-31
"Hamlin County, South Dakota",5903,5903.0,5706.0,10.0,20.0,13.0,5903.0,2760.0,2760.0,2108.0,652.0,46,057,2010-12-31
"Hand County, South Dakota",3431,3431.0,3377.0,3.0,8.0,9.0,3431.0,1815.0,1815.0,1494.0,321.0,46,059,2010-12-31
"Kingsbury County, South Dakota",5148,5148.0,5048.0,7.0,24.0,14.0,5148.0,2720.0,2720.0,2222.0,498.0,46,077,2010-12-31
"Hutchinson County, South Dakota",7343,7343.0,7151.0,28.0,49.0,12.0,7343.0,3351.0,3351.0,2930.0,421.0,46,067,2010-12-31
"Hyde County, South Dakota",1420,1420.0,1265.0,1.0,120.0,3.0,1420.0,708.0,708.0,600.0,108.0,46,069,2010-12-31
"Jackson County, South Dakota",3031,3031.0,1295.0,6.0,1575.0,1.0,3031.0,1193.0,1193.0,996.0,197.0,46,071,2010-12-31
"Jerauld County, South Dakota",2071,2071.0,2009.0,1.0,5.0,4.0,2071.0,1070.0,1070.0,870.0,200.0,46,073,2010-12-31
"Jones County, South Dakota",1006,1006.0,962.0,1.0,20.0,0.0,1006.0,589.0,589.0,458.0,131.0,46,075,2010-12-31
"McPherson County, South Dakota",2459,2459.0,2414.0,1.0,1.0,4.0,2459.0,1418.0,1418.0,1025.0,393.0,46,089,2010-12-31
"Lake County, South Dakota",11200,11200.0,10771.0,59.0,75.0,79.0,11200.0,5559.0,5559.0,4483.0,1076.0,46,079,2010-12-31
"Lawrence County, South Dakota",24097,24097.0,22747.0,91.0,490.0,158.0,24097.0,12756.0,12756.0,10536.0,2220.0,46,081,2010-12-31
"Lincoln County, South Dakota",44828,44828.0,43068.0,320.0,228.0,462.0,44828.0,17875.0,17875.0,16649.0,1226.0,46,083,2010-12-31
"Lyman County, South Dakota",3755,3755.0,2191.0,3.0,1436.0,10.0,3755.0,1704.0,1704.0,1392.0,312.0,46,085,2010-12-31
"McCook County, South Dakota",5618,5618.0,5507.0,8.0,23.0,8.0,5618.0,2491.0,2491.0,2168.0,323.0,46,087,2010-12-31
"Marshall County, South Dakota",4656,4656.0,3974.0,7.0,353.0,9.0,4656.0,2534.0,2534.0,1815.0,719.0,46,091,2010-12-31
"Meade County, South Dakota",25434,25434.0,23405.0,319.0,597.0,165.0,25434.0,11000.0,11000.0,9903.0,1097.0,46,093,2010-12-31
"Perkins County, South Dakota",2982,2982.0,2890.0,2.0,38.0,4.0,2982.0,1739.0,1739.0,1291.0,448.0,46,105,2010-12-31
"Miner County, South Dakota",2389,2389.0,2337.0,3.0,4.0,9.0,2389.0,1308.0,1308.0,1032.0,276.0,46,097,2010-12-31
"Mellette County, South Dakota",2048,2048.0,814.0,2.0,1108.0,5.0,2048.0,838.0,838.0,693.0,145.0,46,095,2010-12-31
"Minnehaha County, South Dakota",169468,169468.0,149220.0,6407.0,4197.0,2509.0,169468.0,71557.0,71557.0,67028.0,4529.0,46,099,2010-12-31
"Moody County, South Dakota",6486,6486.0,5256.0,33.0,909.0,70.0,6486.0,2824.0,2824.0,2554.0,270.0,46,101,2010-12-31
"Pennington County, South Dakota",100948,100948.0,84350.0,1050.0,9748.0,1052.0,100948.0,44949.0,44949.0,41251.0,3698.0,46,103,2010-12-31
"Stanley County, South Dakota",2966,2966.0,2670.0,9.0,196.0,4.0,2966.0,1387.0,1387.0,1228.0,159.0,46,117,2010-12-31
"Potter County, South Dakota",2329,2329.0,2272.0,3.0,20.0,8.0,2329.0,1500.0,1500.0,1062.0,438.0,46,107,2010-12-31
"Roberts County, South Dakota",10149,10149.0,6265.0,11.0,3506.0,21.0,10149.0,4905.0,4905.0,3823.0,1082.0,46,109,2010-12-31
"Sanborn County, South Dakota",2355,2355.0,2307.0,0.0,6.0,4.0,2355.0,1172.0,1172.0,975.0,197.0,46,111,2010-12-31
"Shannon County, South Dakota",13586,13586.0,397.0,4.0,13036.0,14.0,13586.0,3593.0,3593.0,3144.0,449.0,46,113,2010-12-31
"Spink County, South Dakota",6415,6415.0,6230.0,17.0,78.0,7.0,6415.0,3139.0,3139.0,2608.0,531.0,46,115,2010-12-31
"Ziebach County, South Dakota",2801,2801.0,610.0,6.0,2097.0,2.0,2801.0,987.0,987.0,836.0,151.0,46,137,2010-12-31
"Sully County, South Dakota",1373,1373.0,1326.0,1.0,16.0,0.0,1373.0,845.0,845.0,610.0,235.0,46,119,2010-12-31
"Todd County, South Dakota",9612,9612.0,921.0,16.0,8468.0,18.0,9612.0,3142.0,3142.0,2780.0,362.0,46,121,2010-12-31
"Tripp County, South Dakota",5644,5644.0,4689.0,6.0,788.0,12.0,5644.0,3072.0,3072.0,2419.0,653.0,46,123,2010-12-31
"Turner County, South Dakota",8347,8347.0,8136.0,20.0,66.0,17.0,8347.0,3939.0,3939.0,3452.0,487.0,46,125,2010-12-31
"Union County, South Dakota",14399,14399.0,13758.0,95.0,80.0,129.0,14399.0,6280.0,6280.0,5756.0,524.0,46,127,2010-12-31
"Walworth County, South Dakota",5438,5438.0,4494.0,6.0,775.0,13.0,5438.0,3003.0,3003.0,2392.0,611.0,46,129,2010-12-31
"Yankton County, South Dakota",22438,22438.0,20829.0,340.0,572.0,117.0,22438.0,9652.0,9652.0,8770.0,882.0,46,135,2010-12-31
"Washington County, Tennessee",122979,122979.0,112619.0,4814.0,377.0,1466.0,122979.0,57254.0,57254.0,51322.0,5932.0,47,179,2010-12-31
"Williamson County, Tennessee",183182,183182.0,163728.0,7941.0,396.0,5517.0,183182.0,68498.0,68498.0,64886.0,3612.0,47,187,2010-12-31
"Wayne County, Tennessee",17021,17021.0,15712.0,978.0,54.0,30.0,17021.0,7287.0,7287.0,6136.0,1151.0,47,181,2010-12-31
"Weakley County, Tennessee",35021,35021.0,31124.0,2736.0,101.0,368.0,35021.0,15495.0,15495.0,13898.0,1597.0,47,183,2010-12-31
"Wilson County, Tennessee",113993,113993.0,101379.0,7297.0,395.0,1276.0,113993.0,45568.0,45568.0,42563.0,3005.0,47,189,2010-12-31
"Grainger County, Tennessee",22657,22657.0,21978.0,107.0,46.0,24.0,22657.0,10894.0,10894.0,9029.0,1865.0,47,057,2010-12-31
"Hamilton County, Tennessee",336463,336463.0,248716.0,67900.0,1165.0,5912.0,336463.0,151107.0,151107.0,136682.0,14425.0,47,065,2010-12-31
"Hawkins County, Tennessee",56833,56833.0,54817.0,740.0,119.0,278.0,56833.0,26870.0,26870.0,23343.0,3527.0,47,073,2010-12-31
"Haywood County, Tennessee",18787,18787.0,8617.0,9465.0,31.0,21.0,18787.0,8315.0,8315.0,7459.0,856.0,47,075,2010-12-31
"Lake County, Tennessee",7832,7832.0,5490.0,2171.0,22.0,11.0,7832.0,2598.0,2598.0,2270.0,328.0,47,095,2010-12-31
"Hickman County, Tennessee",24690,24690.0,22920.0,1120.0,125.0,49.0,24690.0,10311.0,10311.0,8976.0,1335.0,47,081,2010-12-31
"Houston County, Tennessee",8426,8426.0,8015.0,193.0,24.0,25.0,8426.0,4188.0,4188.0,3349.0,839.0,47,083,2010-12-31
"Humphreys County, Tennessee",18538,18538.0,17629.0,463.0,82.0,35.0,18538.0,8865.0,8865.0,7454.0,1411.0,47,085,2010-12-31
"Jackson County, Tennessee",11638,11638.0,11387.0,30.0,53.0,11.0,11638.0,5843.0,5843.0,4789.0,1054.0,47,087,2010-12-31
"Jefferson County, Tennessee",51407,51407.0,48571.0,1048.0,170.0,213.0,51407.0,23499.0,23499.0,19864.0,3635.0,47,089,2010-12-31
"Johnson County, Tennessee",18244,18244.0,17544.0,378.0,34.0,35.0,18244.0,8956.0,8956.0,7195.0,1761.0,47,091,2010-12-31
"Knox County, Tennessee",432226,432226.0,369794.0,38045.0,1251.0,8095.0,432226.0,194949.0,194949.0,177249.0,17700.0,47,093,2010-12-31
"Hardin County, Tennessee",26026,26026.0,24384.0,896.0,79.0,102.0,26026.0,13946.0,13946.0,10643.0,3303.0,47,071,2010-12-31
"Henry County, Tennessee",32330,32330.0,28827.0,2599.0,100.0,95.0,32330.0,17054.0,17054.0,13604.0,3450.0,47,079,2010-12-31
"Marshall County, Tennessee",30617,30617.0,27094.0,2003.0,108.0,133.0,30617.0,13119.0,13119.0,11850.0,1269.0,47,117,2010-12-31
"Lauderdale County, Tennessee",27815,27815.0,17236.0,9720.0,176.0,59.0,27815.0,11256.0,11256.0,9795.0,1461.0,47,097,2010-12-31
"Lawrence County, Tennessee",41869,41869.0,40050.0,642.0,152.0,121.0,41869.0,18177.0,18177.0,16275.0,1902.0,47,099,2010-12-31
"Lewis County, Tennessee",12161,12161.0,11656.0,199.0,35.0,44.0,12161.0,5470.0,5470.0,4781.0,689.0,47,101,2010-12-31
"Lincoln County, Tennessee",33361,33361.0,29841.0,2269.0,151.0,122.0,33361.0,15241.0,15241.0,13382.0,1859.0,47,103,2010-12-31
"Loudon County, Tennessee",48556,48556.0,45339.0,533.0,136.0,287.0,48556.0,21725.0,21725.0,19826.0,1899.0,47,105,2010-12-31
"McMinn County, Tennessee",52266,52266.0,47954.0,2066.0,178.0,388.0,52266.0,23341.0,23341.0,20865.0,2476.0,47,107,2010-12-31
"Macon County, Tennessee",22248,22248.0,21364.0,93.0,78.0,44.0,22248.0,9861.0,9861.0,8561.0,1300.0,47,111,2010-12-31
"McNairy County, Tennessee",26075,26075.0,23925.0,1550.0,60.0,49.0,26075.0,11933.0,11933.0,10326.0,1607.0,47,109,2010-12-31
"Madison County, Tennessee",98294,98294.0,58226.0,35636.0,184.0,918.0,98294.0,41877.0,41877.0,38073.0,3804.0,47,113,2010-12-31
"Marion County, Tennessee",28237,28237.0,26501.0,1012.0,114.0,111.0,28237.0,12954.0,12954.0,11403.0,1551.0,47,115,2010-12-31
"Morgan County, Tennessee",21987,21987.0,20761.0,806.0,69.0,41.0,21987.0,8920.0,8920.0,7692.0,1228.0,47,129,2010-12-31
"Maury County, Tennessee",80956,80956.0,66677.0,10154.0,265.0,489.0,80956.0,35254.0,35254.0,31663.0,3591.0,47,119,2010-12-31
"Meigs County, Tennessee",11753,11753.0,11341.0,116.0,64.0,18.0,11753.0,5628.0,5628.0,4686.0,942.0,47,121,2010-12-31
"Monroe County, Tennessee",44519,44519.0,41661.0,926.0,220.0,152.0,44519.0,20787.0,20787.0,17711.0,3076.0,47,123,2010-12-31
"Montgomery County, Tennessee",172331,172331.0,122336.0,32982.0,988.0,3570.0,172331.0,70098.0,70098.0,63673.0,6425.0,47,125,2010-12-31
"Moore County, Tennessee",6362,6362.0,6068.0,145.0,17.0,26.0,6362.0,2915.0,2915.0,2492.0,423.0,47,127,2010-12-31
"Scott County, Tennessee",22228,22228.0,21853.0,21.0,57.0,43.0,22228.0,9910.0,9910.0,8671.0,1239.0,47,151,2010-12-31
"Obion County, Tennessee",31807,31807.0,27329.0,3367.0,56.0,77.0,31807.0,14659.0,14659.0,13077.0,1582.0,47,131,2010-12-31
"Overton County, Tennessee",22083,22083.0,21571.0,87.0,68.0,44.0,22083.0,10295.0,10295.0,8820.0,1475.0,47,133,2010-12-31
"Perry County, Tennessee",7915,7915.0,7584.0,119.0,48.0,14.0,7915.0,4599.0,4599.0,3160.0,1439.0,47,135,2010-12-31
"Pickett County, Tennessee",5077,5077.0,4993.0,5.0,11.0,4.0,5077.0,3462.0,3462.0,2177.0,1285.0,47,137,2010-12-31
"Polk County, Tennessee",16825,16825.0,16397.0,50.0,64.0,24.0,16825.0,7991.0,7991.0,6653.0,1338.0,47,139,2010-12-31
"Putnam County, Tennessee",72321,72321.0,66536.0,1455.0,317.0,846.0,72321.0,31882.0,31882.0,28930.0,2952.0,47,141,2010-12-31
"Rhea County, Tennessee",31809,31809.0,29695.0,616.0,141.0,130.0,31809.0,14365.0,14365.0,12276.0,2089.0,47,143,2010-12-31
"Roane County, Tennessee",54181,54181.0,51157.0,1440.0,180.0,278.0,54181.0,25716.0,25716.0,22376.0,3340.0,47,145,2010-12-31
"Rutherford County, Tennessee",262604,262604.0,205417.0,32886.0,954.0,7984.0,262604.0,102968.0,102968.0,96232.0,6736.0,47,149,2010-12-31
"Robertson County, Tennessee",66283,66283.0,57919.0,4934.0,234.0,331.0,66283.0,26086.0,26086.0,24197.0,1889.0,47,147,2010-12-31
"Sullivan County, Tennessee",156823,156823.0,149208.0,3329.0,416.0,884.0,156823.0,73760.0,73760.0,66298.0,7462.0,47,163,2010-12-31
"Sequatchie County, Tennessee",14112,14112.0,13543.0,21.0,53.0,40.0,14112.0,6368.0,6368.0,5519.0,849.0,47,153,2010-12-31
"Sevier County, Tennessee",89889,89889.0,84217.0,711.0,342.0,774.0,89889.0,55918.0,55918.0,35343.0,20575.0,47,155,2010-12-31
"Shelby County, Tennessee",927644,927644.0,376270.0,483381.0,2279.0,21391.0,927644.0,398274.0,398274.0,350971.0,47303.0,47,157,2010-12-31
"Smith County, Tennessee",19166,19166.0,18179.0,410.0,87.0,37.0,19166.0,8529.0,8529.0,7410.0,1119.0,47,159,2010-12-31
"Stewart County, Tennessee",13324,13324.0,12605.0,188.0,75.0,137.0,13324.0,6778.0,6778.0,5386.0,1392.0,47,161,2010-12-31
"Van Buren County, Tennessee",5548,5548.0,5441.0,23.0,15.0,8.0,5548.0,2663.0,2663.0,2246.0,417.0,47,175,2010-12-31
"Warren County, Tennessee",39839,39839.0,35650.0,1142.0,109.0,190.0,39839.0,17821.0,17821.0,15850.0,1971.0,47,177,2010-12-31
"White County, Tennessee",25841,25841.0,24739.0,459.0,82.0,69.0,25841.0,11511.0,11511.0,10272.0,1239.0,47,185,2010-12-31
"Sumner County, Tennessee",160645,160645.0,142844.0,10311.0,462.0,1638.0,160645.0,65968.0,65968.0,60975.0,4993.0,47,165,2010-12-31
"Tipton County, Tennessee",61081,61081.0,47501.0,11449.0,248.0,367.0,61081.0,23199.0,23199.0,21617.0,1582.0,47,167,2010-12-31
"Trousdale County, Tennessee",7870,7870.0,6852.0,754.0,33.0,18.0,7870.0,3368.0,3368.0,2976.0,392.0,47,169,2010-12-31
"Unicoi County, Tennessee",18313,18313.0,17553.0,36.0,45.0,30.0,18313.0,8830.0,8830.0,7726.0,1104.0,47,171,2010-12-31
"Union County, Tennessee",19109,19109.0,18678.0,22.0,60.0,19.0,19109.0,8958.0,8958.0,7391.0,1567.0,47,173,2010-12-31
"Cheatham County, Tennessee",39105,39105.0,37374.0,564.0,128.0,140.0,39105.0,15663.0,15663.0,14520.0,1143.0,47,021,2010-12-31
"Bledsoe County, Tennessee",12876,12876.0,12048.0,470.0,55.0,17.0,12876.0,5718.0,5718.0,4697.0,1021.0,47,007,2010-12-31
"Blount County, Tennessee",123010,123010.0,114993.0,3380.0,429.0,875.0,123010.0,55266.0,55266.0,49265.0,6001.0,47,009,2010-12-31
"Bradley County, Tennessee",98963,98963.0,89386.0,4219.0,330.0,837.0,98963.0,41395.0,41395.0,37947.0,3448.0,47,011,2010-12-31
"Carter County, Tennessee",57424,57424.0,55335.0,760.0,116.0,181.0,57424.0,27746.0,27746.0,24197.0,3549.0,47,019,2010-12-31
"Carroll County, Tennessee",28522,28522.0,24755.0,2879.0,113.0,56.0,28522.0,13184.0,13184.0,11507.0,1677.0,47,017,2010-12-31
"Anderson County, Tennessee",75129,75129.0,69065.0,2847.0,239.0,803.0,75129.0,34717.0,34717.0,31253.0,3464.0,47,001,2010-12-31
"Bedford County, Tennessee",45058,45058.0,36848.0,3564.0,167.0,350.0,45058.0,18360.0,18360.0,16530.0,1830.0,47,003,2010-12-31
"Benton County, Tennessee",16489,16489.0,15737.0,321.0,71.0,62.0,16489.0,8975.0,8975.0,7063.0,1912.0,47,005,2010-12-31
"Campbell County, Tennessee",40716,40716.0,39778.0,125.0,106.0,103.0,40716.0,19966.0,19966.0,16354.0,3612.0,47,013,2010-12-31
"Cannon County, Tennessee",13801,13801.0,13325.0,168.0,27.0,19.0,13801.0,6037.0,6037.0,5472.0,565.0,47,015,2010-12-31
"Crockett County, Tennessee",14586,14586.0,11478.0,1843.0,19.0,25.0,14586.0,6425.0,6425.0,5709.0,716.0,47,033,2010-12-31
"Chester County, Tennessee",17131,17131.0,15021.0,1569.0,72.0,60.0,17131.0,6980.0,6980.0,6208.0,772.0,47,023,2010-12-31
"Claiborne County, Tennessee",32213,32213.0,31224.0,282.0,94.0,166.0,32213.0,14859.0,14859.0,12853.0,2006.0,47,025,2010-12-31
"Clay County, Tennessee",7861,7861.0,7589.0,104.0,21.0,7.0,7861.0,4282.0,4282.0,3358.0,924.0,47,027,2010-12-31
"Cocke County, Tennessee",35662,35662.0,33911.0,669.0,136.0,110.0,35662.0,17459.0,17459.0,14788.0,2671.0,47,029,2010-12-31
"Coffee County, Tennessee",52796,52796.0,48561.0,1845.0,166.0,452.0,52796.0,23434.0,23434.0,20926.0,2508.0,47,031,2010-12-31
"Dyer County, Tennessee",38335,38335.0,31432.0,5477.0,82.0,189.0,38335.0,16703.0,16703.0,15183.0,1520.0,47,045,2010-12-31
"Cumberland County, Tennessee",56053,56053.0,54266.0,161.0,173.0,238.0,56053.0,28151.0,28151.0,23791.0,4360.0,47,035,2010-12-31
"Davidson County, Tennessee",626681,626681.0,385039.0,173730.0,2091.0,19027.0,626681.0,283978.0,283978.0,259499.0,24479.0,47,037,2010-12-31
"Decatur County, Tennessee",11757,11757.0,11139.0,338.0,26.0,25.0,11757.0,6873.0,6873.0,4927.0,1946.0,47,039,2010-12-31
"DeKalb County, Tennessee",18723,18723.0,17352.0,250.0,35.0,49.0,18723.0,9405.0,9405.0,7420.0,1985.0,47,041,2010-12-31
"Dickson County, Tennessee",49666,49666.0,45611.0,2056.0,172.0,226.0,49666.0,20820.0,20820.0,19107.0,1713.0,47,043,2010-12-31
"Fayette County, Tennessee",38413,38413.0,26578.0,10784.0,106.0,186.0,38413.0,15669.0,15669.0,14505.0,1164.0,47,047,2010-12-31
"Fentress County, Tennessee",17959,17959.0,17623.0,31.0,44.0,38.0,17959.0,8961.0,8961.0,7250.0,1711.0,47,049,2010-12-31
"Franklin County, Tennessee",41052,41052.0,37260.0,2109.0,144.0,299.0,41052.0,18697.0,18697.0,16011.0,2686.0,47,051,2010-12-31
"Gibson County, Tennessee",49683,49683.0,38988.0,9340.0,107.0,106.0,49683.0,21999.0,21999.0,19690.0,2309.0,47,053,2010-12-31
"Giles County, Tennessee",29485,29485.0,25480.0,3012.0,102.0,113.0,29485.0,13844.0,13844.0,11875.0,1969.0,47,055,2010-12-31
"Greene County, Tennessee",68831,68831.0,65358.0,1373.0,166.0,251.0,68831.0,32025.0,32025.0,28018.0,4007.0,47,059,2010-12-31
"Grundy County, Tennessee",13703,13703.0,13394.0,37.0,65.0,24.0,13703.0,6397.0,6397.0,5405.0,992.0,47,061,2010-12-31
"Hamblen County, Tennessee",62544,62544.0,54163.0,2527.0,209.0,466.0,62544.0,26963.0,26963.0,24560.0,2403.0,47,063,2010-12-31
"Hancock County, Tennessee",6819,6819.0,6682.0,24.0,19.0,7.0,6819.0,3624.0,3624.0,2825.0,799.0,47,067,2010-12-31
"Hardeman County, Tennessee",27253,27253.0,15379.0,11281.0,61.0,147.0,27253.0,10851.0,10851.0,9301.0,1550.0,47,069,2010-12-31
"Henderson County, Tennessee",27769,27769.0,24764.0,2187.0,48.0,76.0,27769.0,12776.0,12776.0,11224.0,1552.0,47,077,2010-12-31
"Baylor County, Texas",3726,3726.0,3410.0,75.0,11.0,4.0,3726.0,2665.0,2665.0,1669.0,996.0,48,023,2010-12-31
"Anderson County, Texas",58458,58458.0,38632.0,12310.0,259.0,291.0,58458.0,20116.0,20116.0,17218.0,2898.0,48,001,2010-12-31
"Aransas County, Texas",23158,23158.0,20231.0,303.0,171.0,455.0,23158.0,15355.0,15355.0,9795.0,5560.0,48,007,2010-12-31
"Andrews County, Texas",14786,14786.0,11749.0,222.0,142.0,91.0,14786.0,5814.0,5814.0,5259.0,555.0,48,003,2010-12-31
"Angelina County, Texas",86771,86771.0,62537.0,13035.0,411.0,785.0,86771.0,35589.0,35589.0,31090.0,4499.0,48,005,2010-12-31
"Archer County, Texas",9054,9054.0,8504.0,40.0,60.0,18.0,9054.0,4107.0,4107.0,3538.0,569.0,48,009,2010-12-31
"Armstrong County, Texas",1901,1901.0,1774.0,11.0,15.0,0.0,1901.0,904.0,904.0,751.0,153.0,48,011,2010-12-31
"Austin County, Texas",28417,28417.0,22379.0,2668.0,138.0,118.0,28417.0,12926.0,12926.0,10837.0,2089.0,48,015,2010-12-31
"Bailey County, Texas",7165,7165.0,5392.0,86.0,103.0,30.0,7165.0,2784.0,2784.0,2468.0,316.0,48,017,2010-12-31
"Bandera County, Texas",20485,20485.0,19010.0,98.0,166.0,57.0,20485.0,11561.0,11561.0,8564.0,2997.0,48,019,2010-12-31
"Bastrop County, Texas",74171,74171.0,54750.0,5772.0,739.0,489.0,74171.0,29316.0,29316.0,25840.0,3476.0,48,021,2010-12-31
"Atascosa County, Texas",44911,44911.0,38130.0,359.0,341.0,156.0,44911.0,17631.0,17631.0,15246.0,2385.0,48,013,2010-12-31
"Bee County, Texas",31861,31861.0,25092.0,2592.0,165.0,177.0,31861.0,10649.0,10649.0,9042.0,1607.0,48,025,2010-12-31
"Bell County, Texas",310235,310235.0,190553.0,66700.0,2496.0,8748.0,310235.0,125470.0,125470.0,114035.0,11435.0,48,027,2010-12-31
"Blanco County, Texas",10497,10497.0,9475.0,69.0,74.0,51.0,10497.0,5532.0,5532.0,4309.0,1223.0,48,031,2010-12-31
"Bosque County, Texas",18212,18212.0,16372.0,296.0,104.0,41.0,18212.0,9623.0,9623.0,7254.0,2369.0,48,035,2010-12-31
"Brazoria County, Texas",313166,313166.0,219416.0,37761.0,1770.0,17227.0,313166.0,118336.0,118336.0,106589.0,11747.0,48,039,2010-12-31
"Brewster County, Texas",9232,9232.0,7993.0,104.0,103.0,66.0,9232.0,5383.0,5383.0,4207.0,1176.0,48,043,2010-12-31
"Briscoe County, Texas",1637,1637.0,1433.0,41.0,3.0,0.0,1637.0,953.0,953.0,692.0,261.0,48,045,2010-12-31
"Brooks County, Texas",7223,7223.0,6471.0,37.0,25.0,21.0,7223.0,3239.0,3239.0,2642.0,597.0,48,047,2010-12-31
"Bexar County, Texas",1714773,1714773.0,1250252.0,128892.0,14475.0,41739.0,1714773.0,662872.0,662872.0,608931.0,53941.0,48,029,2010-12-31
"Brazos County, Texas",194851,194851.0,142814.0,21414.0,865.0,10083.0,194851.0,77700.0,77700.0,71739.0,5961.0,48,041,2010-12-31
"Borden County, Texas",641,641.0,600.0,0.0,2.0,1.0,641.0,385.0,385.0,264.0,121.0,48,033,2010-12-31
"Bowie County, Texas",92565,92565.0,63641.0,22387.0,694.0,734.0,92565.0,38493.0,38493.0,34669.0,3824.0,48,037,2010-12-31
"Burleson County, Texas",17187,17187.0,13392.0,2098.0,107.0,28.0,17187.0,8832.0,8832.0,6822.0,2010.0,48,051,2010-12-31
"Brown County, Texas",38106,38106.0,32962.0,1382.0,216.0,163.0,38106.0,18287.0,18287.0,14778.0,3509.0,48,049,2010-12-31
"Castro County, Texas",8062,8062.0,5532.0,162.0,76.0,33.0,8062.0,3166.0,3166.0,2744.0,422.0,48,069,2010-12-31
"Callahan County, Texas",13544,13544.0,12724.0,141.0,75.0,57.0,13544.0,6549.0,6549.0,5447.0,1102.0,48,059,2010-12-31
"Burnet County, Texas",42750,42750.0,37825.0,766.0,290.0,203.0,42750.0,20870.0,20870.0,16511.0,4359.0,48,053,2010-12-31
"Caldwell County, Texas",38066,38066.0,28865.0,2585.0,305.0,357.0,38066.0,13759.0,13759.0,12301.0,1458.0,48,055,2010-12-31
"Calhoun County, Texas",21381,21381.0,17432.0,565.0,104.0,948.0,21381.0,11410.0,11410.0,7766.0,3644.0,48,057,2010-12-31
"Cameron County, Texas",406220,406220.0,353423.0,2155.0,1688.0,2689.0,406220.0,141924.0,141924.0,119631.0,22293.0,48,061,2010-12-31
"Camp County, Texas",12401,12401.0,8402.0,2163.0,82.0,60.0,12401.0,5656.0,5656.0,4678.0,978.0,48,063,2010-12-31
"Carson County, Texas",6182,6182.0,5803.0,35.0,67.0,19.0,6182.0,2784.0,2784.0,2452.0,332.0,48,065,2010-12-31
"Cass County, Texas",30464,30464.0,24079.0,5315.0,161.0,91.0,30464.0,14379.0,14379.0,12429.0,1950.0,48,067,2010-12-31
"Collin County, Texas",782341,782341.0,560036.0,66387.0,4448.0,87752.0,782341.0,300960.0,300960.0,283759.0,17201.0,48,085,2010-12-31
"Chambers County, Texas",35096,35096.0,27582.0,2872.0,219.0,339.0,35096.0,13291.0,13291.0,11952.0,1339.0,48,071,2010-12-31
"Cherokee County, Texas",50845,50845.0,36450.0,7498.0,342.0,237.0,50845.0,20859.0,20859.0,17894.0,2965.0,48,073,2010-12-31
"Childress County, Texas",7041,7041.0,5774.0,698.0,40.0,50.0,7041.0,2883.0,2883.0,2326.0,557.0,48,075,2010-12-31
"Clay County, Texas",10752,10752.0,10224.0,57.0,123.0,28.0,10752.0,5150.0,5150.0,4319.0,831.0,48,077,2010-12-31
"Cochran County, Texas",3127,3127.0,2288.0,125.0,36.0,5.0,3127.0,1360.0,1360.0,1113.0,247.0,48,079,2010-12-31
"Coke County, Texas",3320,3320.0,3036.0,8.0,37.0,5.0,3320.0,2667.0,2667.0,1466.0,1201.0,48,081,2010-12-31
"Coleman County, Texas",8895,8895.0,7841.0,197.0,58.0,32.0,8895.0,5543.0,5543.0,3857.0,1686.0,48,083,2010-12-31
"Collingsworth County, Texas",3057,3057.0,2338.0,134.0,52.0,4.0,3057.0,1616.0,1616.0,1179.0,437.0,48,087,2010-12-31
"Colorado County, Texas",20874,20874.0,15676.0,2740.0,125.0,77.0,20874.0,10527.0,10527.0,8182.0,2345.0,48,089,2010-12-31
"Comal County, Texas",108472,108472.0,97044.0,1727.0,645.0,849.0,108472.0,47108.0,47108.0,41363.0,5745.0,48,091,2010-12-31
"Comanche County, Texas",13974,13974.0,12417.0,53.0,92.0,35.0,13974.0,7223.0,7223.0,5580.0,1643.0,48,093,2010-12-31
"Concho County, Texas",4087,4087.0,3553.0,77.0,16.0,14.0,4087.0,1637.0,1637.0,1041.0,596.0,48,095,2010-12-31
"Cooke County, Texas",38437,38437.0,32943.0,1054.0,402.0,290.0,38437.0,16606.0,16606.0,14513.0,2093.0,48,097,2010-12-31
"Crane County, Texas",4375,4375.0,3243.0,125.0,44.0,16.0,4375.0,1632.0,1632.0,1471.0,161.0,48,103,2010-12-31
"Coryell County, Texas",75388,75388.0,53033.0,11943.0,639.0,1423.0,75388.0,25178.0,25178.0,22545.0,2633.0,48,099,2010-12-31
